domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Data & AI,Data Analyst,Automated ETL Pipeline Scripting,"python, sql, data analytics, data cleaning","Saya pernah ikut tim mengerjakan Automated ETL Pipeline Scripting pakai python, sql, data analytics, data cleaning. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.3,0.38,2,LOW_QUALITY
Information & Technology,Data & AI,Data Analyst,Automated ETL Pipeline Scripting,"python, sql, data analytics, data cleaning","Saya pernah ikut tim mengerjakan Automated ETL Pipeline Scripting pakai python, sql, data analytics, data cleaning. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.21,0.47,1,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Pada proyek terakhir terkait Advanced Multivariate Exploratory Data Analysis, saya bertanggung jawab penuh menggunakan python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.93,4,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Pada proyek terakhir terkait Advanced Multivariate Exploratory Data Analysis, saya bertanggung jawab penuh menggunakan python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.94,5,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Pada proyek terakhir terkait Advanced Multivariate Exploratory Data Analysis, saya bertanggung jawab penuh menggunakan python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.88,0.99,5,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Pada proyek terakhir terkait Advanced Multivariate Exploratory Data Analysis, saya bertanggung jawab penuh menggunakan python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.91,5,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Pada proyek terakhir terkait Advanced Multivariate Exploratory Data Analysis, saya bertanggung jawab penuh menggunakan python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.97,4,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Saya pernah ikut tim mengerjakan Advanced Multivariate Exploratory Data Analysis pakai python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.46,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Saya pernah ikut tim mengerjakan Advanced Multivariate Exploratory Data Analysis pakai python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.13,0.39,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Saya pernah ikut tim mengerjakan Advanced Multivariate Exploratory Data Analysis pakai python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.22,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Saya pernah ikut tim mengerjakan Advanced Multivariate Exploratory Data Analysis pakai python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.19,0.38,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Advanced Multivariate Exploratory Data Analysis,"python, pandas, data exploration, statistical data analysis, numpy","Saya pernah ikut tim mengerjakan Advanced Multivariate Exploratory Data Analysis pakai python, pandas, data exploration, statistical data analysis, numpy. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.26,0.4,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Pada proyek terakhir terkait Supervised & Unsupervised Modeling Experiments, saya bertanggung jawab penuh menggunakan machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,1.0,5,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Pada proyek terakhir terkait Supervised & Unsupervised Modeling Experiments, saya bertanggung jawab penuh menggunakan machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.86,0.95,5,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Pada proyek terakhir terkait Supervised & Unsupervised Modeling Experiments, saya bertanggung jawab penuh menggunakan machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.92,4,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Pada proyek terakhir terkait Supervised & Unsupervised Modeling Experiments, saya bertanggung jawab penuh menggunakan machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.92,4,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Pada proyek terakhir terkait Supervised & Unsupervised Modeling Experiments, saya bertanggung jawab penuh menggunakan machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.94,4,HIGH_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Saya pernah ikut tim mengerjakan Supervised & Unsupervised Modeling Experiments pakai machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.4,0.39,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Saya pernah ikut tim mengerjakan Supervised & Unsupervised Modeling Experiments pakai machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.39,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Saya pernah ikut tim mengerjakan Supervised & Unsupervised Modeling Experiments pakai machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.43,0.44,2,LOW_QUALITY
Information & Technology,Data & AI,Data Scientist,Supervised & Unsupervised Modeling Experiments,"machine learning, scikit-learn, predictive modelling, data mining, r tool","Saya pernah ikut tim mengerjakan Supervised & Unsupervised Modeling Experiments pakai machine learning, scikit-learn, predictive modelling, data mining, r tool. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.4,0.46,1,LOW_QUALITY
