sample_id,domain,role_family,target_role,competency,question,answer,role_relevance,star_structure,evidence_specificity,technical_accuracy,communication_clarity,self_awareness,evidence_level,weakness_tags,need_clarification,clarification_type,final_score_0_100,final_score_0_1,quality_label,has_tool,has_metric,has_impact,has_action,has_context,answer_length_words
AQD-FBD014,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Menurut saya tantangan terbesarnya adalah adaptasi sama pipeline data yang ada di sini ya. Soalnya, di pengalaman saya sebelumnya sebagai AI Engineer, saya terbiasa ngebangun model NLP dari nol pakai PyTorch dan fokus banget di pipeline training. Tapi pas kemarin harus handle integrasi model ke sistem produksi, saya ngerasa transisi dari riset ke deployment itu lumayan menantang. Jadi, di tiga bulan pertama, saya bakal coba fokus buat belajar arsitektur sistem yang kalian pake sekarang, supaya saya bisa lebih cepat kontribusi buat ngembangin model yang lebih efisien.",70,60,65,70,75,70,3,measurable_result_missing;impact_missing;star_structure_missing,True,metric,67.5,0.675,Average,1,0,0,1,1,86
AQD-6CB6F0,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Tantangan terbesar yang saya antisipasi di tiga bulan pertama adalah menyelaraskan model pemrosesan bahasa alami yang saya bawa dengan karakteristik unik data audio yang dimiliki perusahaan ini. Saya sadar bahwa setiap pipeline STT memiliki nuansa aksen, latar belakang kebisingan, dan terminologi teknis yang spesifik. Langkah awal saya adalah melakukan audit mendalam terhadap dataset yang tersedia dan memetakan pola kegagalan sistem saat ini. Setelah itu, saya akan melakukan fine-tuning pada lapisan akustik dan model bahasa secara iteratif untuk meningkatkan akurasi transkripsi pada istilah-istilah krusial. Pendekatan proaktif ini bertujuan agar sistem dapat memahami konteks teknis dengan jauh lebih presisi. Hasil dari inisiatif ini nantinya adalah berkurangnya hambatan operasional bagi tim pengguna karena mereka tidak perlu lagi melakukan koreksi manual yang berulang atas hasil transkripsi, yang pada akhirnya mendapat apresiasi positif dari tim operasional karena sistem menjadi jauh lebih stabil dan dapat diandalkan dalam keseharian mereka.",95,90,85,90,95,95,5,,False,none,91.25,0.9125,Strong,0,0,1,1,1,143
AQD-601E56,Information & Technology,Data & AI,AI Engineer,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Terima kasih banyak atas kesempatannya. Sebenarnya, jika kita menelaah lebih dalam mengenai paradigma implementasi AI di lingkungan enterprise saat ini, saya sangat tertarik untuk mendiskusikan bagaimana perusahaan ini melakukan sinkronisasi antara arsitektur model bahasa besar dengan pemrosesan data real-time yang terdistribusi, terutama dalam konteks manajemen latensi yang mungkin dipengaruhi oleh infrastruktur *cloud-native* yang ada sekarang. Saya juga penasaran bagaimana tim engineering di sini melakukan pendekatan terhadap optimasi parameter yang bersifat non-parametrik ketika dihadapkan pada skenario data yang sangat heterogen dan memiliki tingkat *noise* yang tinggi, karena secara teoretis hal tersebut menuntut integrasi antara metode *unsupervised learning* dan *fine-tuning* yang sangat kompleks. Selain itu, terkait dengan ekosistem kerja, apakah perusahaan ini lebih memprioritaskan penggunaan *framework* yang sudah ada secara *out-of-the-box* atau lebih mendorong pengembangan *custom library* dari nol untuk mencapai efisiensi yang lebih spesifik dalam skala produksinya? Saya rasa pemahaman mengenai dinamika internal dalam menghadapi tantangan skalabilitas model yang terus berkembang di lingkungan yang dinamis seperti ini akan menjadi faktor kunci, terutama mengingat kompleksitas yang menyelimuti integrasi algoritma canggih dengan kebutuhan bisnis yang sering kali memerlukan *agility* tinggi dan respons yang cepat terhadap pergeseran tren di industri teknologi masa kini yang sangat fluktuatif, sehingga saya sangat antusias untuk mengetahui perspektif lebih mendalam dari Anda mengenai integrasi teknis tersebut.",40,20,20,30,25,30,1,contribution_unclear;star_structure_missing;communication_unclear;impact_missing,True,contribution,28.0,0.28,Weak,0,0,0,0,1,207
AQD-7BCEB5,Information & Technology,Data & AI,AI Engineer,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Terima kasih atas kesempatannya. Saya sangat tertarik mendalami arsitektur sistem yang Anda gunakan untuk memproses data Speech-to-Text tersebut. Mengingat saya berpengalaman dalam mengoptimalkan pipeline inference menggunakan model Transformer berbasis PyTorch, saya ingin tahu lebih lanjut mengenai pendekatan tim dalam melakukan fine-tuning pada model ASR guna menangani variasi noise atau aksen yang tinggi. Saya secara teknis telah menerapkan teknik Quantization Aware Training dan mendistribusikan beban komputasi melalui cluster Kubernetes untuk memastikan latensi tetap terjaga pada throughput yang masif, dengan mengintegrasikan pipeline CI/CD berbasis Jenkins untuk otomatisasi pengujian model secara berkelanjutan. Namun, saya ingin memahami bagaimana alur koordinasi lintas tim dalam meninjau model sebelum dideploy ke lingkungan produksi.",75,50,70,80,65,50,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,66.25,0.6625,Average,1,0,0,1,1,106
AQD-995E42,Information & Technology,Data & AI,AI Engineer,Professionalism & Curiosity,"Wawancaranya sudah hampir selesai nih. Terakhir dari saya, apakah ada pertanyaan yang ingin kamu ajukan terkait posisi ini atau budaya kerja di perusahaan kami?","Ada sih. Saya penasaran, bagaimana tim menangani drift pada model STT kalian? Di tempat lama, saya pakai teknik fine-tuning berkala terus berhasil naikin akurasi transkrip dari 82% ke 94% dalam tiga bulan. Saya penasaran apakah di sini kalian pakai pipeline yang sama atau ada tantangan lain yang lebih unik? Soalnya kalau akurasi rendah, downstream task-nya pasti berantakan banget, kan?",95,85,90,95,90,80,5,,False,none,90.0,0.9,Strong,1,1,1,1,1,59
AQD-2266A9,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Bisa ceritakan pengalaman kamu saat merancang arsitektur neural network untuk mengolah data yang cukup kompleks? Bagaimana prosesmu dalam menyusun layer kustom, serta menentukan loss function dan optimizer yang tepat untuk masalah tersebut?","Ehh, itu... emm, sebenernya dulu saya pernah sih ngerancang model gitu buat data yang lumayan kompleks. Ya saya pake library biasa aja, terus ya ditambahin layer-layer gitu biar hasilnya pas. Terus emm, buat loss function sama optimizer-nya, ya saya coba-coba aja sih yang paling umum dipake orang-orang, kayaknya Adam ya, soalnya itu yang paling gampang aja gitu. Ehh, ya intinya modelnya jalan sih, lumayan lah buat projek waktu itu.",30,20,20,30,30,20,1,technical_detail_missing;star_structure_missing;measurable_result_missing;contribution_unclear,True,technical,25.0,0.25,Weak,0,0,0,1,0,69
AQD-0C6D31,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Bisa ceritakan pengalaman kamu saat merancang arsitektur neural network untuk mengolah data yang cukup kompleks? Bagaimana prosesmu dalam menyusun layer kustom, serta menentukan loss function dan optimizer yang tepat untuk masalah tersebut?","Tentu, saya memiliki pengalaman merancang arsitektur neural network untuk menangani data time-series berdimensi tinggi pada proyek sebelumnya. Saat itu, saya membangun model berbasis Transformer dengan mekanisme attention yang dimodifikasi. Untuk menangani kompleksitas data, saya menyusun layer kustom menggunakan integrasi Residual Connection dan Layer Normalization yang diterapkan tepat setelah block self-attention untuk menjaga stabilitas gradien selama backpropagation. Mengenai pemilihan loss function, saya memutuskan untuk menggunakan kombinasi antara Cross-Entropy Loss dengan penambahan label smoothing untuk mengatasi masalah over-confidence pada model, serta mengombinasikannya dengan Huber Loss untuk menangani outlier. Untuk optimizernya, saya memilih AdamW dengan scheduler linear warmup karena fleksibilitasnya dalam menangani weight decay secara eksplisit, yang sangat membantu dalam proses konvergensi pada dataset yang saya gunakan saat itu.",75,50,70,75,70,50,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,66.0,0.66,Average,1,0,0,1,1,116
AQD-A9EECD,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Bisa ceritakan pengalaman kamu saat merancang arsitektur neural network untuk mengolah data yang cukup kompleks? Bagaimana prosesmu dalam menyusun layer kustom, serta menentukan loss function dan optimizer yang tepat untuk masalah tersebut?","Tentu, saya punya pengalaman menarik saat merancang arsitektur untuk sistem deteksi anomali pada sensor getaran industri yang memiliki noise sangat tinggi. Konteksnya adalah data deret waktu dengan frekuensi tinggi yang tidak stabil. Situasi saat itu adalah model baseline CNN-LSTM kami gagal menangkap dependensi jangka panjang, menyebabkan false positive hingga 25%. Langkah aksi (action) yang saya ambil adalah merancang arsitektur Hybrid Transformer-CNN. Saya membangun layer kustom berupa 'Temporal Multi-Head Attention' yang menggabungkan fitur lokal dari 1D-CNN untuk ekstraksi fitur spasial dengan mekanis attention untuk menangkap korelasi temporal jangka panjang. Untuk loss function, karena dataset sangat imbalance, saya mengimplementasikan Focal Loss untuk menekan pengaruh class majority dan memberikan bobot lebih pada anomali minoritas. Sebagai optimizer, saya memilih AdamW dengan scheduler 'OneCycleLR' agar konvergensi lebih stabil. Hasilnya, saya berhasil menurunkan false positive rate dari 25% menjadi hanya 4% dan meningkatkan F1-Score model dari 0.68 ke 0.92 dalam waktu pelatihan yang lebih singkat 30% dibandingkan model sebelumnya. Hal ini berdampak langsung pada efisiensi operasional pabrik karena downtime yang tidak terencana dapat dicegah lebih akurat.",95,100,95,98,95,90,5,,False,none,95.95,0.9595,Strong,1,1,1,1,1,170
AQD-264775,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Saat proses pelatihan (training) model deep learning, terkadang kita menemui masalah di mana model sulit mencapai konvergensi atau nilai loss-nya stagnan. Pendekatan teknis seperti apa yang biasanya kamu lakukan untuk menstabilkan proses pelatihan tersebut?","Jadi, untuk mengatasi masalah model yang sulit konvergen atau loss yang stagnan dalam proses pelatihan deep learning, ada beberapa pendekatan teoritis yang bisa dilakukan. Pertama, kita bisa melakukan normalisasi data seperti teknik batch normalization untuk menstabilkan distribusi input di setiap layer. Kedua, pemilihan fungsi aktivasi yang tepat sangat krusial, misalnya mengganti sigmoid atau tanh dengan ReLU atau Leaky ReLU untuk menghindari masalah vanishing gradient. Selain itu, teknik regularisasi seperti dropout sangat disarankan untuk mencegah overfitting. Kita juga harus memperhatikan pemilihan optimizer seperti Adam atau SGD dengan momentum yang sesuai, serta mengatur learning rate secara dinamis melalui learning rate scheduler. Terakhir, inisialisasi bobot yang tepat seperti menggunakan metode Xavier atau He initialization juga sangat berpengaruh pada stabilitas pelatihan agar model dapat mencapai global minimum dengan lebih efektif.",45,20,20,80,70,30,1,context_missing;contribution_unclear;star_structure_missing;technical_detail_missing,True,context,41.25,0.4125,Weak,0,0,0,0,0,126
AQD-AE3CBE,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Saat proses pelatihan (training) model deep learning, terkadang kita menemui masalah di mana model sulit mencapai konvergensi atau nilai loss-nya stagnan. Pendekatan teknis seperti apa yang biasanya kamu lakukan untuk menstabilkan proses pelatihan tersebut?","Dalam menangani stagnasi loss atau kegagalan konvergensi pada model deep learning, saya biasanya melakukan diagnosa sistematis mulai dari analisis gradient flow. Pertama, saya akan memeriksa apakah terjadi vanishing atau exploding gradient dengan memonitor distribusi activation di setiap layer menggunakan teknik seperti Batch Normalization atau Layer Normalization untuk menjaga stabilitas mean dan varians. Jika masalah persist, saya akan melakukan audit pada learning rate scheduler dengan menerapkan teknik seperti warm-up period atau menggunakan cyclic learning rates untuk membantu model keluar dari local minima atau saddle points. Saya juga akan meninjau ulang arsitektur model, misalnya dengan menambahkan residual connections atau memodifikasi inisialisasi weight menggunakan Xavier atau He initialization. Selain itu, saya secara rutin melakukan gradient clipping jika ditemukan noise pada training process yang cukup signifikan.",85,60,75,80,70,50,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,72.25,0.7225,Average,1,0,0,1,1,122
AQD-CB0C22,Information & Technology,Data & AI,AI Engineer,Deep Learning Architecture Design,"Saat proses pelatihan (training) model deep learning, terkadang kita menemui masalah di mana model sulit mencapai konvergensi atau nilai loss-nya stagnan. Pendekatan teknis seperti apa yang biasanya kamu lakukan untuk menstabilkan proses pelatihan tersebut?","Biasanya saya cek dulu gradient exploding atau vanishing. Saya pakai gradient clipping sama batch normalization buat stabilin internal covariate shift. Terus saya adjust learning rate pakai scheduler kayak ReduceLROnPlateau kalau loss mulai stagnan. Langkah ini efektif banget, biasanya bisa nurunin loss sampai 15% dalam 5 epoch awal. Kalau masih bandel, baru saya coba ganti optimizer ke AdamW biar weight decay-nya lebih optimal.",95,85,90,95,90,85,5,,False,none,90.5,0.905,Strong,1,1,1,1,1,62
AQD-C6591C,Information & Technology,Data & AI,AI Engineer,Natural Language Processing & Generative AI,"Pernahkah kamu terlibat dalam proyek yang memanfaatkan Large Language Models (LLM) atau pemrosesan teks natural? Silakan ceritakan bagaimana langkah teknismu di proyek tersebut, misalnya terkait rekayasa prompt (prompt engineering) atau pemanggilan API-nya.","Baik, terima kasih atas pertanyaannya. Jika kita berbicara mengenai lanskap arsitektur kecerdasan buatan saat ini, pemanfaatan Large Language Models memang menjadi diskursus yang sangat krusial dalam domain Natural Language Processing. Dalam pengalaman profesional saya, saya sangat mendalami paradigma pemrosesan teks, terutama yang melibatkan sistem stokastik pada model bahasa besar. Sejujurnya, integrasi model semacam ini memerlukan pemahaman mendalam tentang bagaimana parameter laten bekerja, distribusi probabilitas token, dan tentu saja, rekayasa prompt yang sifatnya iteratif. Sebagai contoh, saya sering berdiskusi dengan tim mengenai pentingnya melakukan evaluasi terhadap parameter suhu (temperature) atau top-p sampling guna mencapai determinisme dalam output yang dihasilkan oleh API. Kita juga harus mempertimbangkan aspek latensi dan throughput ketika melakukan pemanggilan API secara asinkron dalam skala infrastruktur yang besar. Selain itu, arsitektur sistem berbasis RAG atau Retrieval-Augmented Generation sebenarnya menjadi topik yang sangat menarik untuk dieksplorasi lebih jauh, karena menyangkut bagaimana kita melakukan penyelarasan antara konteks eksternal dengan pengetahuan parametrik model. Meskipun demikian, dalam beberapa iterasi proyek yang saya amati, kompleksitas teknis dari lapisan abstraksi prompt sering kali menjadi tantangan tersendiri, terutama saat kita mencoba memitigasi isu halusinasi model dalam korpus data yang sangat volatil. Saya rasa pendekatan metodologis yang sistematis sangat diperlukan untuk memastikan integritas data tetap terjaga di tengah fluktuasi model yang sangat dinamis setiap harinya, mengingat kecepatan evolusi arsitektur transformator saat ini yang melampaui kerangka kerja tradisional.",45,20,20,40,30,20,1,contribution_unclear;impact_missing;measurable_result_missing;star_structure_missing;communication_unclear,True,contribution,30.25,0.3025,Weak,0,0,0,0,1,220
